assetid,teamcolor1g,teamcolor1r,clubworth,teamcolor2b,goalnetstanchioncolor2g,teamcolor2r,foundationyear,goalnetstanchioncolor2r,teamcolor3r,goalnetstanchioncolor1b,teamcolor1b,opponentweakthreshold,latitude,teamcolor3g,opponentstrongthreshold,goalnetstanchioncolor2b,goalnetstanchioncolor1r,teamcolor2g,goalnetstanchioncolor1g,teamname,teamcolor3b,presassetone,powid,defensivestyle,hassubstitutionboard,rightfreekicktakerid,flamethrowercannon,domesticprestige,genericint2,defensivedepth,hasvikingclap,jerseytype,chancecreation,pitchcolor,pitchwear,popularity,hastifo,presassettwo,teamstadiumcapacity,stadiumgoalnetstyle,iscompetitionscarfenabled,cityid,defensivewidth,rivalteam,playsurfacetype,isbannerenabled,midfieldrating,stadiummowpattern_code,matchdayoverallrating,matchdaymidfieldrating,attackrating,playersinboxcorner,longitude,buildupplay,matchdaydefenserating,hasstandingcrowd,favoriteteamsheetid,defenserating,iscompetitionpoleflagenabled,skinnyflags,uefa_consecutive_wins,longkicktakerid,trait1vweak,iscompetitioncrowdcardsenabled,rightcornerkicktakerid,uefa_cl_wins,hassuncanthem,domesticcups,ethnicity,leftcornerkicktakerid,youthdevelopment,teamid,uefa_el_wins,trait1vequal,numtransfersin,playersinboxfk,stanchionflamethrower,stadiumgoalnetpattern,captainid,offensivestyle,personalityid,playersinboxcross,prev_el_champ,leftfreekicktakerid,leaguetitles,genericbanner,crowdregion,uefa_uecl_wins,overallrating,ballid,offensivewidth,profitability,utcoffset,penaltytakerid,pitchlinecolor,freekicktakerid,crowdskintonecode,internationalprestige,haslargeflag,trainingstadium,form,genericint1,trait1vstrong,matchdayattackrating
112540,1,255,22850,255,1,255,2005,204,204,1,1,1,31,1,1,1,255,255,1,Shanghai Port,1,0,-1,3,0,188152,0,9,-1,70,0,1,0,4,0,4,0,0,37000,0,1,446,50,110955,0,1,68,0,68,69,71,2,121,0,65,0,-1,67,1,0,0,188152,66568,0,188152,0,0,0,3,188152,5,112540,0,82952,0,2,0,0,188152,1,1,4,0,188152,1,0,2,0,68,156,60,2,8,228819,0,188152,4,5,0,316,0,-1,139272,75
112552,229,240,14000,18,97,228,1902,97,1,97,39,1,49,1,1,97,97,30,97,Quevilly Rouen Métropole,1,0,-1,1,0,238269,4,2,-1,36,0,2,2,4,0,1,0,0,12018,0,0,637,40,1738,0,1,65,3,67,65,68,2,1,2,67,1,-1,66,0,0,0,238269,4195584,0,241445,0,0,0,3,241445,1,112552,0,532736,0,2,0,0,262353,1,0,2,0,238269,0,0,4,0,66,88,50,8,1,257978,0,238269,2,1,0,316,0,-1,528640,69
112558,1,204,9800,204,1,1,2003,1,255,1,1,1,37,255,1,204,204,1,1,Suwon FC,255,0,-1,1,0,200601,0,6,-1,50,0,2,1,4,0,2,0,0,11808,5,0,469,50,983,0,1,68,1,66,68,63,2,127,1,64,0,-1,64,0,0,0,200601,132100,0,200601,0,0,0,4,200601,5,112558,0,303108,0,2,0,0,200577,1,0,4,0,200601,0,0,2,0,66,42,60,5,9,200601,0,200601,4,1,0,316,0,-1,4198404,63
112572,249,249,7400,220,119,220,1960,87,20,87,249,1,27,20,1,87,87,220,119,Al Tai,20,0,-1,1,0,222457,0,2,-1,40,0,2,2,4,0,3,0,0,12250,0,1,864,50,112392,0,1,66,3,66,68,67,2,41,2,64,1,-1,63,1,0,0,222457,270336,0,222457,0,0,0,4,222457,8,112572,0,4214784,0,2,0,0,239641,2,1,2,0,222457,0,0,1,0,65,64,50,5,3,222457,0,222457,9,1,0,316,0,-1,526336,67
112584,196,255,15000,102,249,21,1909,248,255,249,13,1,-33,196,1,249,248,57,249,Everton de Viña del Mar,13,0,-1,1,0,226569,0,4,-1,50,0,2,1,4,0,4,0,0,22360,27,0,593,50,110980,0,1,70,3,68,70,68,2,-71,1,63,1,-1,63,1,1,0,226569,132105,0,226569,0,0,1,2,255307,4,112584,0,295945,0,2,0,0,214748,1,0,2,0,226569,4,0,1,0,68,74,80,7,-4,215112,0,226569,7,2,0,316,0,-1,4202505,68
112606,52,102,275500,255,52,255,2010,102,253,141,141,1,28,228,1,141,102,255,52,Orlando City SC,1,0,-1,1,0,256136,4,6,-1,50,0,2,3,4,0,5,0,0,25500,5,1,360,60,112885,0,1,71,3,69,71,72,2,-81,3,66,0,-1,66,1,0,0,240744,263184,0,256136,0,0,1,4,256136,4,112606,0,4218896,0,2,0,0,203137,1,0,4,0,256136,0,0,6,0,69,41,60,5,-5,256136,0,256136,2,5,0,366,0,-1,528400,71
112615,88,49,13000,255,255,255,1919,255,49,255,34,1,34,88,1,255,255,255,255,Racing Club De Montevideo,34,0,-1,3,0,189338,0,2,-1,50,0,2,0,0,0,1,0,0,60235,0,0,795,50,111326,0,0,67,3,66,67,66,2,56,0,66,1,-1,66,0,0,0,189338,65792,0,189338,0,0,0,2,189338,2,112615,0,82176,0,2,0,0,189338,0,0,2,0,189338,0,0,1,0,66,74,50,5,-3,189338,0,189338,7,1,0,316,0,-1,131328,66
112667,250,250,1700,1,249,255,1942,248,250,249,250,1,-19,250,1,249,248,1,249,Nacional Potosí,250,0,-1,1,0,199830,0,4,-1,50,0,2,1,4,0,2,0,0,32000,13,0,778,50,110968,0,1,66,12,66,66,68,2,-65,1,65,2,-1,65,2,1,0,253651,139264,0,199830,0,0,0,2,199830,5,112667,0,282624,0,2,0,0,253651,2,0,4,0,199830,0,0,1,0,66,74,70,5,-4,199830,0,199830,7,1,0,316,0,-1,4196352,68
112670,27,5,20000,255,255,252,1913,255,5,255,68,2,-31,27,2,255,255,251,255,Talleres de Córdoba,68,0,-1,1,0,215199,0,6,-1,50,0,2,3,4,0,4,0,1,57000,0,0,120,70,111022,0,1,68,3,72,68,72,2,-64,3,70,1,-1,70,1,1,0,215199,132096,2,255718,0,0,0,4,215199,5,112670,0,270336,0,2,0,0,215251,1,0,2,0,215199,0,0,1,0,72,39,70,5,-3,255718,0,215199,7,3,0,316,0,-1,4198400,72
112671,255,255,14500,73,30,208,1904,246,45,249,255,1,-25,55,1,37,248,72,249,Nacional Asunción,92,0,-1,1,0,232054,0,4,-1,40,0,2,2,4,0,5,0,0,44164,0,0,771,50,112716,0,1,64,1,66,64,62,2,-57,2,65,1,-1,65,0,1,0,253713,4195648,1,253713,0,0,0,4,253713,5,112671,0,542016,0,2,0,0,254719,1,0,2,0,232054,9,0,1,0,66,74,60,3,-3,273992,0,232054,7,4,0,316,0,-1,532800,62
112689,250,250,5500,24,255,89,1905,255,250,255,250,1,-34,250,1,255,255,55,255,Platense,250,0,-1,1,0,253264,0,1,-1,40,0,2,2,4,0,2,0,0,32000,0,0,842,60,111019,0,1,67,3,68,67,64,2,-58,2,68,1,-1,68,1,1,0,253264,262464,0,253264,0,0,0,3,253264,1,112689,0,4194624,0,2,0,1,235004,0,0,2,0,253264,0,0,1,0,68,39,60,5,-3,263229,0,253264,7,1,0,316,0,-1,524608,64
112705,255,255,5000,1,249,1,1958,248,255,249,1,1,-29,255,1,249,248,1,249,Coquimbo Unido,255,0,-1,1,0,71738,0,1,-1,40,0,2,1,4,0,3,0,0,18000,0,1,708,40,1318,0,1,64,3,65,64,69,2,-71,1,64,1,-1,64,1,1,0,222373,270672,1,71738,0,0,0,3,71738,5,112705,0,4215120,0,2,0,0,214703,2,0,2,0,71738,0,0,1,0,65,74,70,10,-4,223066,0,71738,7,1,0,316,0,-1,526672,69
112713,103,3,5000,255,255,255,1911,255,3,250,41,1,-34,103,1,255,250,255,250,Sarmiento,41,0,-1,2,0,269132,0,1,-1,50,0,2,1,4,0,1,0,0,22000,0,0,237,50,112689,0,1,64,3,67,64,69,2,-60,1,68,1,-1,68,1,1,0,269132,1057088,0,269132,0,0,0,2,269132,2,112713,0,1052992,0,2,0,0,153060,2,1,3,0,269132,0,0,1,0,67,39,60,7,-3,235980,0,269132,7,1,0,316,0,-1,1050944,69
112716,17,168,44500,102,249,19,1912,248,250,249,24,1,-25,250,1,249,248,56,249,Cerro Porteño,250,0,-1,1,0,199151,0,9,-1,50,0,2,1,4,0,6,0,0,45000,0,0,771,50,101108,0,1,70,1,70,70,68,2,-57,1,68,1,-1,68,1,0,0,216055,4202752,2,216055,0,0,0,2,216055,7,112716,0,545024,0,2,0,1,223099,2,1,3,0,216055,34,0,0,0,70,74,60,6,-4,223099,0,199151,7,7,0,316,0,-1,526592,68
112809,40,13,15000,255,220,255,1931,220,40,220,87,1,41,35,1,220,220,255,220,Famalicão,240,0,-1,2,0,236830,0,4,-1,50,0,1,3,4,0,2,0,0,5300,5,1,748,50,1888,0,1,70,1,70,71,70,2,-8,3,68,1,-1,70,1,0,0,236830,132096,0,262416,0,0,0,5,251615,5,112809,0,172032,0,2,0,0,252095,1,0,3,0,236830,0,0,4,0,70,81,50,5,0,229319,0,236830,2,1,0,316,0,-1,266240,69
112828,165,101,326500,255,120,255,2013,255,40,255,215,1,41,59,1,1,255,255,255,New York City FC,75,0,-1,2,0,255862,4,9,-1,60,0,2,0,4,0,6,0,0,47309,0,1,340,40,689,0,1,70,5,68,71,68,2,-74,0,65,0,-1,65,1,0,0,233790,132096,0,255862,0,0,0,2,255862,6,112828,0,132096,0,2,0,0,233790,1,1,4,0,255862,1,0,6,0,68,41,60,7,-5,255862,0,255862,2,5,0,366,0,-1,270336,69
112853,79,246,7150,250,252,250,2008,252,15,252,6,1,10,15,1,252,252,250,252,Deportivo La Guaira,15,0,-1,1,0,252996,0,7,-1,50,0,2,3,4,0,3,0,0,50940,0,0,800,50,110989,0,1,64,3,65,64,67,2,-66,3,65,1,-1,65,0,0,0,252996,132352,0,252996,0,0,2,4,252996,4,112853,0,303360,0,2,0,0,252996,1,0,3,0,252996,1,0,1,0,65,74,60,3,-4,252996,0,252996,7,1,0,316,0,-1,4198656,67
112883,230,246,9050,105,106,4,1945,14,1,156,0,1,26,1,1,156,14,168,106,Al Khaleej,1,0,-1,2,0,226877,0,3,-1,50,0,2,2,4,0,1,0,0,12050,0,1,413,50,112096,0,1,64,3,67,65,70,2,50,2,68,1,-1,68,1,0,0,234930,1048640,0,226877,0,0,0,4,226877,7,112883,0,1048640,0,2,0,0,224394,0,1,2,0,226877,0,0,0,0,67,64,60,9,3,224394,0,226877,9,2,0,316,0,-1,1048640,70
112885,0,128,40000,32,1,35,2014,1,163,1,11,1,33,145,1,1,1,31,1,Atlanta United FC,97,0,-1,2,0,245371,0,7,-1,60,1,2,1,6,0,6,1,0,42500,17,1,601,50,112606,2,1,69,3,69,70,72,2,-84,1,68,0,-1,68,1,0,0,245371,132488,3,245371,0,0,1,4,245371,5,112885,0,165256,0,2,1,0,164505,1,1,6,0,245371,1,0,6,0,69,41,60,7,-5,245371,0,245371,2,4,0,316,0,-1,270728,72
112893,255,255,330000,32,31,35,2018,35,244,205,255,2,26,181,2,32,244,31,181,Inter Miami,205,0,-1,1,0,158023,0,4,-1,50,0,2,0,4,0,8,0,2,17417,0,1,805,60,112606,0,1,73,0,76,73,78,2,-80,0,73,2,-1,73,1,0,0,189332,263168,0,158023,0,0,0,4,158023,3,112893,0,4202496,0,2,0,0,158023,1,0,2,0,158023,0,0,6,0,75,41,70,9,-5,158023,0,158023,2,2,0,366,0,-1,528384,78
112908,12,12,45000,255,1,255,1958,1,7,1,12,1,0,38,1,1,1,255,1,Independiente del Valle,127,0,-1,3,0,204738,0,9,-1,70,0,2,2,4,0,5,0,0,12000,0,0,783,50,110986,0,1,69,3,70,69,71,2,78,2,70,2,-1,70,1,0,0,204738,2098304,0,204738,0,0,1,2,274559,10,112908,2,2138240,0,2,0,1,253341,1,1,3,1,204738,1,0,1,0,70,74,60,6,-4,198628,0,204738,7,7,0,316,0,-1,2101376,71
112914,83,110,12500,250,250,250,2012,250,118,250,176,1,10,50,1,250,250,250,250,Metropolitanos FC,200,0,-1,1,0,253775,0,6,-1,50,0,2,1,0,0,1,0,0,9800,0,0,800,50,110989,0,1,65,0,65,65,65,2,-66,1,66,1,-1,66,0,0,0,253775,139280,0,253775,0,0,0,5,253775,3,112914,0,299024,0,2,0,0,245740,2,0,3,0,253775,1,0,1,0,65,74,50,5,-4,245740,0,253775,7,1,0,316,0,-1,4196368,65
112965,1,1,7300,255,255,255,1919,255,159,255,1,1,-27,43,1,255,255,255,255,Central Córdoba,45,0,-1,1,0,279776,0,1,-1,40,0,2,2,4,0,2,0,1,28000,0,0,763,60,111708,0,1,65,3,67,65,68,2,-64,2,65,1,-1,65,1,1,0,279776,262208,2,279776,0,0,0,6,279776,1,112965,0,4194368,0,2,0,1,215089,0,0,2,0,279776,0,0,1,0,67,39,60,5,-3,232765,0,279776,7,1,0,316,0,-1,524352,68
112979,0,0,4060,255,255,255,2014,255,129,160,160,1,32,193,1,255,0,255,0,Nantong Zhiyun,255,0,-1,1,0,276523,0,2,-1,50,0,1,3,0,0,1,0,0,15000,0,1,921,50,116360,0,1,62,1,60,62,65,2,120,3,58,0,-1,59,0,0,0,276523,262144,0,276523,0,0,0,2,276523,7,112979,0,4194304,0,2,0,0,226186,0,0,2,0,276523,0,0,2,0,61,156,50,1,8,276523,0,276523,4,1,0,316,0,-1,524288,65
112985,1,1,6800,250,250,250,2001,250,1,153,153,1,38,1,1,250,1,250,1,Cangzhou Mighty Lions,153,0,-1,1,0,210870,0,2,-1,50,0,2,1,4,0,2,0,0,60000,0,1,448,40,116360,0,1,62,1,62,63,67,2,114,1,61,0,-1,61,0,0,0,210870,263424,0,210870,0,0,0,4,210870,6,112985,0,4202752,0,2,0,0,191857,1,0,3,0,210870,0,0,2,0,62,156,50,7,8,257518,0,210870,4,1,0,316,0,-1,528640,69
112996,1,1,427500,110,1,196,2014,1,250,1,1,1,34,250,1,1,1,158,1,Los Angeles FC,250,0,-1,3,0,225951,0,8,-1,60,0,1,3,4,0,8,0,1,22000,9,1,606,40,697,0,1,73,1,72,73,72,2,-118,3,71,0,-1,70,1,0,0,225951,66688,0,225951,0,0,0,3,225951,6,112996,0,99456,0,2,0,0,225951,1,0,5,0,225951,1,0,6,0,71,41,50,7,-8,225951,0,225951,2,5,0,366,0,-1,139392,73
113000,1,255,0,255,255,255,1986,255,1,255,1,2,49,1,2,255,255,255,255,Canada Women,1,0,-1,1,0,227397,0,10,-1,50,0,2,3,4,0,0,0,0,54500,0,1,508,50,113009,2,1,79,15,79,79,77,2,-123,3,81,0,-1,81,1,0,0,227397,263248,0,227387,0,0,0,2,227397,0,113000,0,4218960,0,2,0,0,227387,1,0,2,0,227387,0,0,6,0,79,66,60,0,-8,227392,0,227387,2,7,0,366,0,-1,528464,77
113002,255,255,0,6,1,241,1972,1,255,1,255,3,51,255,3,1,1,6,1,England Women,255,0,-1,3,0,257008,0,10,-1,60,0,2,0,4,0,0,0,0,90000,0,0,0,70,113004,0,1,84,1,84,84,84,2,0,0,83,0,-1,83,0,0,0,227254,66180,0,257008,0,0,0,4,257001,0,113002,0,115844,0,2,0,0,238257,1,0,3,0,257001,0,0,3,0,84,66,70,0,0,243404,0,257001,2,6,0,366,0,-1,139396,84
113003,73,16,0,255,30,255,1904,30,255,30,128,3,48,1,3,30,30,255,30,France Women,1,0,-1,3,0,265674,0,10,-1,60,1,1,3,4,0,0,0,0,67394,0,1,0,60,113004,0,1,84,1,84,84,86,2,2,3,84,0,-1,84,1,0,0,227353,66184,0,265674,0,0,0,3,265674,0,113003,0,115848,0,2,0,0,227316,1,1,4,0,227353,0,0,4,0,84,66,60,0,1,227361,0,227353,2,7,0,366,0,-1,139400,86
113004,255,255,0,1,210,1,1982,210,255,210,255,3,51,255,3,210,210,1,210,Germany Women,255,0,-1,3,0,233837,4,10,-1,60,0,2,3,4,0,0,0,0,30210,0,0,0,60,113002,0,1,83,1,84,83,87,2,7,3,82,1,-1,82,0,0,0,233837,66688,0,233838,0,0,0,2,233837,0,113004,0,90240,0,2,0,0,226302,1,0,3,0,233837,0,0,4,0,84,190,60,0,1,226302,0,233837,2,10,0,366,0,-1,135296,87
113007,5,164,0,255,30,255,1902,30,17,30,1,2,59,51,2,30,30,255,30,Norway Women,210,0,-1,2,0,227102,0,10,-1,60,0,2,1,4,0,0,0,0,27200,0,1,0,50,113008,0,1,81,1,78,81,82,2,10,1,72,0,-1,72,0,0,0,227102,139392,0,227323,0,0,0,2,227102,0,113007,0,168064,0,2,0,0,227282,2,0,4,0,227102,0,0,7,0,78,66,50,0,1,227323,0,227102,2,5,0,366,0,-1,264320,82
113008,221,253,0,180,169,1,1904,169,250,169,26,2,57,210,2,169,169,106,169,Sweden Women,5,0,-1,3,0,226973,0,10,-1,50,0,2,3,4,0,0,0,0,16596,0,1,0,60,113007,0,1,80,1,80,80,80,2,11,3,80,0,-1,80,0,0,0,226998,66688,0,235585,0,0,0,1,226973,0,113008,0,123008,0,2,0,1,226988,1,0,3,0,226973,0,0,7,0,80,190,70,0,1,226973,0,226973,2,8,0,366,0,-1,135296,80
113009,7,241,0,92,234,0,1985,234,255,234,16,3,47,255,3,234,234,37,234,United States Women,255,0,-1,3,0,232075,0,10,-1,50,0,2,3,4,0,0,0,0,37722,0,1,0,40,113000,2,1,85,15,84,85,85,2,-122,3,79,0,-1,79,1,0,0,231432,66432,0,232075,0,0,0,2,232075,0,113009,0,66944,0,2,0,1,231432,1,0,4,0,232075,0,0,6,0,84,66,40,0,-8,226301,0,232075,2,10,0,366,0,-1,139648,85
113010,124,12,0,255,255,255,1923,255,255,255,68,2,19,1,2,255,255,255,255,Mexico Women,1,0,-1,2,0,228724,0,10,-1,70,0,2,3,4,0,0,0,0,81070,0,1,314,60,113009,0,1,71,1,74,71,77,2,-99,3,71,0,-1,71,1,0,0,228724,139520,0,228724,0,0,0,3,228724,0,113010,0,151808,0,2,0,0,241224,2,0,3,0,228724,0,0,1,0,74,190,60,0,-6,228724,0,228724,7,3,0,366,0,-1,264448,77
113011,87,248,0,255,66,255,1971,35,244,66,23,2,52,124,2,66,35,255,66,Holland Women,34,0,-1,2,0,233747,0,10,-1,60,0,2,3,4,0,0,0,0,55885,0,1,0,50,113004,0,1,80,1,80,80,82,2,4,3,80,0,-1,80,1,0,0,233756,132224,0,244064,0,0,0,1,244064,0,113011,0,155776,0,2,0,0,233747,1,0,3,0,233748,0,0,4,0,80,66,50,0,1,233748,0,233747,2,8,0,366,0,-1,266368,82
113012,8,181,0,25,1,255,1983,1,200,1,16,3,40,44,3,1,1,173,1,Spain Women,22,0,-1,3,0,227192,0,10,-1,70,0,2,3,4,0,0,0,0,68456,0,0,0,50,113003,0,1,86,1,82,86,81,2,-3,3,81,0,-1,81,0,0,0,262457,66696,0,258576,0,0,0,2,227192,0,113012,0,123016,0,2,0,0,262457,1,0,4,0,258576,0,0,4,0,82,190,60,0,1,227192,0,227192,2,4,0,366,0,-1,135304,81
113018,0,224,185000,54,5,5,2020,5,255,5,77,1,38,255,1,5,5,26,5,St. Louis City SC,255,0,-1,3,0,273124,0,2,-1,70,0,2,1,4,0,2,0,0,22500,0,1,832,60,696,0,1,67,1,68,67,74,2,90,1,66,0,-1,66,1,0,0,273124,65664,1,273124,0,0,0,1,273124,2,113018,0,65664,0,2,0,0,189117,0,0,4,0,273124,0,0,6,0,68,41,50,2,-6,242092,0,273124,2,1,0,316,0,-1,131200,74
113029,149,248,18000,142,248,73,1946,248,66,248,41,1,8,185,1,248,248,90,248,Universidad César Vallejo,215,0,-1,1,0,222065,0,5,-1,50,0,2,1,0,0,1,0,0,25000,0,2,847,50,111014,0,2,67,3,68,67,72,2,79,1,68,2,-1,68,2,0,0,222065,131072,0,222065,0,0,0,2,222065,3,113029,0,278528,0,2,0,0,222065,0,1,2,0,222065,0,0,1,0,68,74,50,7,-5,222065,0,222065,7,3,1,316,0,-1,4194304,72
113037,250,250,10500,29,30,224,1953,30,10,30,250,1,24,10,1,30,30,36,30,Al Riyadh,10,0,-1,1,0,194171,0,4,-1,50,0,2,2,4,0,4,0,0,15000,0,1,405,50,605,0,1,65,3,64,65,65,2,46,2,61,0,-1,61,0,0,0,194171,262160,0,194171,0,0,0,3,194171,4,113037,0,4243472,0,2,0,1,194171,0,1,2,0,194171,0,0,1,0,64,64,50,6,3,194171,0,194171,9,1,0,316,0,-1,524304,64
113040,250,250,1500,23,100,219,2014,30,250,60,250,1,26,250,1,60,30,18,100,NorthEast United,250,0,-1,1,0,240035,0,2,-1,60,0,2,2,4,0,2,0,0,35000,0,1,734,60,113146,0,1,58,3,57,58,61,2,91,2,54,1,-1,54,1,0,0,240035,139536,0,240035,0,0,0,2,277489,5,113040,0,299280,0,2,0,0,230306,2,0,2,0,240035,0,0,1,0,57,133,50,7,6,212519,0,240035,9,1,0,316,0,-1,4196624,61
113044,3,227,6000,255,255,255,1904,255,227,255,22,1,-34,3,1,255,255,255,255,Barracas Central,22,0,-1,2,0,272946,0,1,-1,40,0,2,3,4,0,1,0,0,4400,0,0,82,60,111711,0,1,65,3,67,65,66,2,-58,3,68,1,-1,68,1,1,0,272946,1048576,0,272946,0,0,0,4,272946,3,113044,0,1048576,0,2,0,1,258528,0,0,4,0,272946,0,0,1,0,67,39,60,8,-3,237923,0,272946,7,1,0,316,0,-1,1048576,66
113057,255,255,13100,1,50,244,1953,45,1,140,255,1,25,1,1,140,45,177,50,Al Fayha,255,0,-1,1,0,230850,4,4,-1,40,0,1,3,4,0,3,0,0,7000,0,0,592,40,112392,0,1,67,3,67,67,75,2,45,3,65,1,-1,65,0,0,0,230850,270400,0,235634,0,0,1,2,235634,3,113057,0,4231232,0,2,0,1,238902,2,0,3,0,230850,0,0,1,0,67,64,40,4,3,234045,0,230850,9,2,0,316,0,-1,526400,75
113058,36,213,11600,255,20,255,1966,20,31,20,40,1,18,77,1,20,20,255,20,Abha Club,199,0,-1,1,0,224218,0,2,-1,50,0,2,3,4,0,2,0,0,20000,1,1,756,50,113217,0,1,67,1,63,65,61,2,42,3,62,1,-1,65,1,0,0,224218,4195328,0,224218,0,0,0,9,224218,3,113058,0,565248,0,2,0,0,210192,1,0,3,0,224218,0,0,1,0,66,64,50,9,3,197242,0,224218,9,1,0,316,0,-1,528384,57
113060,161,68,6500,250,30,250,1976,30,250,30,255,1,17,250,1,30,30,250,30,Al Okhdood,250,0,-1,1,0,242999,0,1,-1,50,0,2,2,4,0,1,0,0,12000,0,0,334,50,113217,0,1,66,1,66,66,71,2,44,2,65,0,-1,65,1,0,0,242999,4194304,0,242999,0,0,0,3,242999,5,113060,0,524288,0,2,0,1,244727,0,0,2,0,242999,0,0,1,0,66,64,50,5,3,244727,0,242999,9,1,0,316,0,-1,524288,71
113142,127,255,36100,80,255,35,1948,255,254,255,39,1,36,254,1,255,255,160,255,Alanyaspor,254,0,-1,2,0,234870,0,2,-1,60,0,2,1,4,0,2,0,0,10842,44,1,20,50,741,0,1,70,0,69,70,70,2,32,1,65,2,-1,67,1,0,0,234870,132112,0,234870,0,0,0,1,234870,3,113142,0,148496,0,2,0,1,234870,1,0,5,0,234870,0,0,1,0,69,98,60,7,3,234870,0,234870,9,1,0,316,0,-1,270352,70
113146,45,168,7100,48,107,0,2020,19,250,54,48,1,22,250,1,54,19,88,107,Mohun Bagan Super Giant,250,0,-1,2,0,202208,0,9,-1,60,0,2,1,4,0,6,0,0,85000,0,1,727,50,111629,0,1,62,3,63,62,69,2,88,1,63,1,-1,63,1,0,0,253479,132160,0,202208,0,0,0,2,202208,4,113146,0,181312,0,2,0,0,245165,1,1,3,0,202208,1,0,1,0,63,133,70,2,6,219948,0,202208,9,4,0,316,0,-1,270400,69
113149,56,33,226500,30,51,240,2018,51,255,51,129,1,39,255,1,51,51,82,51,FC Cincinnati,255,0,-1,1,0,221634,0,5,-1,40,0,2,3,4,0,5,0,0,26000,0,1,711,40,687,2,1,74,15,70,74,67,2,84,3,68,0,-1,68,1,0,0,221634,4195328,0,221634,0,0,0,1,221634,5,113149,0,558080,0,2,0,0,221634,1,0,2,0,221634,0,0,6,0,70,41,40,6,-5,221634,0,221634,2,4,0,366,0,-1,532480,68
113182,150,50,3300,250,150,250,2010,150,30,150,210,1,44,30,1,150,150,250,150,FC Voluntari,30,0,-1,1,0,184433,0,6,-1,40,0,2,3,4,0,2,0,0,4600,0,1,740,60,310,0,0,64,3,64,64,64,2,26,3,64,0,-1,64,1,0,0,251045,263232,0,251045,0,0,1,2,251045,1,113182,0,4218944,0,2,0,0,190637,1,1,3,0,251045,0,0,5,0,64,180,50,3,2,184433,0,251045,2,1,0,316,0,-1,528448,64
113217,40,230,11900,255,20,255,1972,20,241,20,40,1,18,233,1,20,20,255,20,Damac FC,73,0,-1,1,0,216351,0,3,-1,40,0,2,3,4,0,2,0,0,20000,1,1,757,40,113058,0,1,69,1,67,69,65,2,42,3,66,1,-1,66,1,0,0,216351,263424,0,216351,0,0,0,4,216351,2,113217,0,4219136,0,2,0,0,254895,1,1,2,0,216351,0,0,1,0,67,64,50,1,3,219732,0,216351,9,1,0,316,0,-1,528640,65
113222,56,6,6700,5,146,235,1957,107,255,126,189,1,25,255,1,126,107,235,146,Al Hazem,255,0,-1,1,0,212729,4,1,-1,50,0,1,2,4,0,1,0,0,3000,0,1,672,50,112392,0,0,67,3,66,67,67,2,43,2,63,1,-1,63,0,0,0,212729,270360,0,212729,0,0,0,4,212729,4,113222,0,4247576,0,2,0,1,212729,2,0,2,0,212729,0,0,1,0,66,64,50,5,3,212729,0,212729,9,1,0,316,0,-1,526360,67
113257,35,39,2450,250,30,250,2019,30,243,30,90,1,20,32,1,30,30,250,30,Odisha FC,26,0,-1,1,0,248297,0,4,-1,50,0,2,0,4,0,3,0,0,15000,0,1,774,50,114168,0,1,59,3,60,59,69,2,85,0,60,1,-1,60,1,0,0,248297,4202496,0,248315,0,0,0,2,248297,9,113257,0,544768,0,2,0,0,200727,2,0,3,0,248297,0,0,1,0,60,133,50,7,6,195620,0,248297,9,1,0,316,0,-1,526336,69
113297,117,55,3000,250,20,250,2014,20,238,20,201,1,13,218,1,20,20,250,20,Chennaiyin FC,100,0,-1,1,0,195838,0,5,-1,50,0,2,1,4,0,4,0,0,19484,0,1,728,60,113302,0,1,57,3,58,57,60,2,80,1,59,1,-1,59,1,0,0,195838,270400,0,195838,0,0,0,2,195838,5,113297,0,4214848,0,2,0,0,208752,2,1,2,0,195838,2,0,1,0,58,133,50,5,6,195838,0,195838,9,2,0,316,0,-1,526400,60
113298,101,50,2500,39,88,255,2014,61,29,69,185,1,15,57,1,69,61,137,88,FC Goa,101,0,-1,2,0,248298,0,6,-1,60,0,2,0,4,0,4,0,0,18600,0,1,730,60,113300,0,1,62,3,62,62,62,2,73,0,61,1,-1,61,1,0,0,248298,132480,0,211017,0,0,0,2,211017,8,113298,0,181632,0,2,0,0,248298,1,0,3,0,211017,0,0,1,0,62,133,60,9,6,269221,0,211017,9,3,0,316,0,-1,270720,62
113299,221,251,4000,181,95,91,2014,20,251,50,94,1,9,221,1,50,20,87,95,Kerala Blasters FC,94,0,-1,2,0,203902,0,6,-1,50,0,2,0,4,0,6,0,0,39000,0,1,721,50,113297,0,1,58,3,61,58,64,2,76,0,60,1,-1,60,1,0,0,203902,139648,0,203902,0,0,0,4,203902,4,113299,0,184704,0,2,0,0,203902,2,0,2,0,203902,0,0,1,0,61,133,60,3,6,203902,0,203902,9,2,0,316,0,-1,264576,64
113300,108,80,6000,250,10,250,2014,10,80,10,202,1,19,108,1,10,10,250,10,Mumbai City FC,202,0,-1,2,0,214784,0,8,-1,60,0,2,1,4,0,4,0,0,7960,0,1,733,50,113298,0,1,62,3,62,62,65,2,72,1,60,0,-1,60,1,0,0,208602,132224,0,231932,0,0,0,2,253712,2,113300,0,181376,0,2,0,0,248265,1,0,3,0,214784,1,0,1,0,62,133,60,1,6,214784,0,214784,9,3,0,316,0,-1,270464,65
