assetid,teamcolor1g,teamcolor1r,clubworth,teamcolor2b,goalnetstanchioncolor2g,teamcolor2r,foundationyear,goalnetstanchioncolor2r,teamcolor3r,goalnetstanchioncolor1b,teamcolor1b,opponentweakthreshold,latitude,teamcolor3g,opponentstrongthreshold,goalnetstanchioncolor2b,goalnetstanchioncolor1r,teamcolor2g,goalnetstanchioncolor1g,teamname,teamcolor3b,presassetone,powid,defensivestyle,hassubstitutionboard,rightfreekicktakerid,flamethrowercannon,domesticprestige,genericint2,defensivedepth,hasvikingclap,jerseytype,chancecreation,pitchcolor,pitchwear,popularity,hastifo,presassettwo,teamstadiumcapacity,stadiumgoalnetstyle,iscompetitionscarfenabled,cityid,defensivewidth,rivalteam,playsurfacetype,isbannerenabled,midfieldrating,stadiummowpattern_code,matchdayoverallrating,matchdaymidfieldrating,attackrating,playersinboxcorner,longitude,buildupplay,matchdaydefenserating,hasstandingcrowd,favoriteteamsheetid,defenserating,iscompetitionpoleflagenabled,skinnyflags,uefa_consecutive_wins,longkicktakerid,trait1vweak,iscompetitioncrowdcardsenabled,rightcornerkicktakerid,uefa_cl_wins,hassuncanthem,domesticcups,ethnicity,leftcornerkicktakerid,youthdevelopment,teamid,uefa_el_wins,trait1vequal,numtransfersin,playersinboxfk,stanchionflamethrower,stadiumgoalnetpattern,captainid,offensivestyle,personalityid,playersinboxcross,prev_el_champ,leftfreekicktakerid,leaguetitles,genericbanner,crowdregion,uefa_uecl_wins,overallrating,ballid,offensivewidth,profitability,utcoffset,penaltytakerid,pitchlinecolor,freekicktakerid,crowdskintonecode,internationalprestige,haslargeflag,trainingstadium,form,genericint1,trait1vstrong,matchdayattackrating
113149,56,33,226500,30,51,240,2018,51,255,51,129,1,39,255,1,51,51,82,51,FC Cincinnati,255,0,-1,1,0,221634,0,5,-1,40,0,2,3,4,0,5,0,0,26000,0,1,711,40,687,2,1,72,15,70,72,70,2,84,3,67,0,-1,67,1,0,0,221634,4195328,0,221634,0,0,0,1,221634,5,113149,0,525312,0,2,0,0,221634,1,0,2,0,221634,0,0,6,0,70,189,40,6,-5,221634,0,221634,2,4,0,366,0,-1,532480,70
113182,150,50,3300,250,150,250,2010,150,30,150,210,1,44,30,1,150,150,250,150,FC Voluntari,30,0,-1,1,0,251045,0,6,-1,40,0,2,2,4,0,2,0,0,4600,0,1,740,60,310,0,0,65,3,64,64,63,2,26,2,64,0,-1,65,1,0,0,251045,263232,0,251045,0,0,1,2,251045,1,113182,0,4218944,0,2,0,0,190637,1,0,3,0,270897,0,0,5,0,65,6,50,3,2,184433,0,270897,2,1,0,316,0,-1,528448,62
113217,40,230,11900,255,20,255,1972,20,241,20,40,1,18,233,1,20,20,255,20,Damac FC,73,0,-1,1,0,216351,0,3,-1,40,0,2,3,4,0,2,0,0,20000,1,1,757,40,113058,0,1,70,1,68,71,65,2,42,3,63,1,-1,63,1,0,0,216351,263424,0,216351,0,0,0,4,216351,2,113217,0,4219136,0,2,0,0,254895,1,1,2,0,216351,0,0,1,0,68,64,50,1,3,220306,0,216351,9,1,0,316,0,-1,528640,65
113222,56,6,6700,5,146,235,1957,107,255,126,189,1,25,255,1,126,107,235,146,Al Hazem,255,0,-1,1,0,212729,4,1,-1,50,0,1,1,4,0,1,0,0,3000,0,1,672,50,112392,0,0,66,3,66,67,66,2,43,1,61,1,-1,62,0,0,0,212729,270344,0,212729,0,0,0,2,212729,4,113222,0,4247560,0,2,0,1,245574,2,0,2,0,212729,0,0,1,0,65,64,50,5,3,212729,0,212729,9,1,0,316,0,-1,526344,67
113257,35,39,2450,250,30,250,2019,30,243,30,90,1,20,32,1,30,30,250,30,Odisha FC,26,0,-1,1,0,248297,0,4,-1,50,0,2,0,4,0,3,0,0,15000,0,1,774,50,114168,0,1,59,3,59,59,62,2,85,0,59,1,-1,59,1,0,0,248297,4202496,0,248315,0,0,0,2,248297,9,113257,0,544768,0,2,0,0,200727,2,0,3,0,248297,0,0,1,0,59,188,50,7,6,195620,0,248297,9,1,0,316,0,-1,526336,61
113297,117,55,3000,250,20,250,2014,20,238,20,201,1,13,218,1,20,20,250,20,Chennaiyin FC,100,0,-1,1,0,195838,0,5,-1,50,0,2,1,4,0,4,0,0,19484,0,1,728,60,113302,0,1,58,3,56,55,59,2,80,1,56,1,-1,58,1,0,0,195838,270400,0,195838,0,0,0,2,195838,5,113297,0,4214848,0,2,0,0,208752,2,1,2,0,195838,2,0,1,0,58,188,50,5,6,195838,0,195838,9,2,0,316,0,-1,526400,56
113298,101,50,2500,39,88,255,2014,61,29,69,185,1,15,57,1,69,61,137,88,FC Goa,101,0,-1,2,0,248298,0,6,-1,60,0,2,0,4,0,4,0,0,18600,0,1,730,60,113300,0,1,62,3,60,61,65,2,73,0,60,1,-1,59,1,0,0,248298,132480,0,211017,0,0,0,2,211017,8,113298,0,181632,0,2,0,0,248298,1,0,3,0,211017,0,0,1,0,61,188,60,9,6,269221,0,211017,9,3,0,316,0,-1,270720,65
113299,221,251,4000,181,95,91,2014,20,251,50,94,1,9,221,1,50,20,87,95,Kerala Blasters FC,94,0,-1,2,0,203902,0,6,-1,50,0,2,0,4,0,6,0,0,39000,0,1,721,50,113297,0,1,58,3,60,58,64,2,76,0,60,1,-1,60,1,0,0,203902,139648,0,203902,0,0,0,4,203902,4,113299,0,184704,0,2,0,0,203902,2,0,2,0,203902,0,0,1,0,60,188,60,3,6,203902,0,203902,9,2,0,316,0,-1,264576,64
113300,108,80,6000,250,10,250,2014,10,80,10,202,1,19,108,1,10,10,250,10,Mumbai City FC,202,0,-1,2,0,223746,0,8,-1,60,0,2,3,4,0,4,0,0,7960,0,1,733,50,113298,0,1,64,3,63,65,62,2,72,3,61,0,-1,61,1,0,0,223746,132224,0,223746,0,0,0,2,223746,2,113300,0,181376,0,2,0,0,248265,1,0,3,0,223746,1,0,1,0,62,188,60,1,6,223746,0,223746,9,3,0,316,0,-1,270464,63
113301,10,10,1950,61,55,248,2019,20,10,20,10,1,17,10,1,20,20,202,55,Hyderabad FC,10,0,-1,1,0,191294,0,5,-1,50,0,2,0,4,0,2,0,0,30000,0,1,775,60,113300,0,1,61,3,59,62,59,2,78,0,59,1,-1,59,1,0,0,191294,139392,0,248307,0,0,0,3,248307,9,113301,0,315520,0,2,0,0,191294,2,0,3,0,191294,1,0,1,0,59,188,70,8,6,191294,0,191294,9,1,0,316,0,-1,4196480,58
113302,75,52,4000,250,88,250,2013,71,52,69,169,1,12,75,1,69,61,250,88,Bengaluru FC,169,0,-1,2,0,190939,0,7,-1,50,0,2,1,4,0,5,0,0,24000,0,1,726,50,113299,0,1,60,3,60,60,62,2,77,1,59,1,-1,59,1,0,0,190939,139648,0,204882,0,0,2,1,204882,6,113302,0,184704,0,2,0,0,190939,2,0,2,0,190939,1,0,1,0,60,188,50,5,6,190939,0,190939,9,3,0,316,0,-1,264576,62
113356,85,30,2450,38,255,230,1925,255,40,255,165,1,43,95,1,255,255,1,255,SD Amorebieta,175,0,-1,1,0,240529,0,1,-1,36,0,2,2,4,0,1,0,0,3200,0,2,861,50,467,0,1,65,1,66,66,64,2,-2,2,68,2,-1,67,2,0,0,240529,4202560,0,240529,0,0,0,3,240529,7,113356,0,544832,0,2,0,0,236735,2,0,2,0,240529,0,0,4,0,66,31,50,5,1,242333,0,240529,2,1,0,316,0,-1,526400,64
113378,55,218,5750,1,255,1,2011,255,255,30,76,1,45,255,1,255,30,1,30,Sepsi OSK,255,0,-1,1,0,276076,0,7,-1,50,0,2,3,4,0,3,0,0,8400,4,1,738,50,110750,0,1,66,3,66,66,65,2,25,3,63,1,-1,63,1,0,0,276076,263184,0,251842,0,0,2,2,208739,4,113378,0,4251664,0,2,0,1,236963,1,0,3,0,208739,0,0,5,0,66,6,50,3,2,276076,0,276076,2,3,0,316,0,-1,528400,65
113394,40,238,0,69,250,250,1895,250,30,250,57,2,50,30,2,250,250,224,250,Belgium Women,30,0,-1,1,0,261785,0,10,-1,50,0,2,2,4,0,0,0,0,50122,0,1,276,50,113011,0,1,76,1,75,76,74,2,4,2,73,0,-1,73,1,0,0,261785,270400,0,261781,0,0,0,3,261781,0,113394,0,4198464,0,2,0,0,261781,2,0,3,0,261781,0,0,4,0,75,190,60,0,1,261786,0,261785,2,1,0,366,0,-1,526400,74
113458,87,30,3150,1,169,1,1907,169,130,169,153,1,59,150,1,169,169,1,169,IK Sirius,220,0,-1,2,0,266029,0,3,-1,60,0,2,0,4,0,2,0,0,10250,0,1,620,50,433,2,1,63,15,64,65,61,2,17,0,62,1,-1,62,1,0,0,266029,132100,0,231500,0,0,0,2,231500,6,113458,0,164868,0,2,0,0,266029,1,0,3,0,266029,0,0,7,0,63,25,50,6,1,266029,0,266029,2,1,0,316,0,-1,270340,63
113742,95,0,9000,25,1,228,1911,1,0,1,169,1,47,95,1,1,1,0,1,US Concarneau,150,0,-1,1,0,242116,4,1,-1,50,0,2,1,4,0,1,0,0,1206,0,1,939,60,378,0,1,62,1,65,64,64,2,-3,1,65,1,-1,64,0,0,0,242116,131072,0,242116,0,0,0,2,242116,1,113742,0,262144,0,2,0,0,276016,0,0,3,0,242116,0,0,4,0,64,88,50,9,1,242116,0,242116,2,1,0,316,0,-1,4194304,64
113743,100,0,2800,1,169,1,1925,169,255,169,0,1,57,255,1,169,169,1,169,Varbergs BoIS,255,0,-1,1,0,251024,0,1,-1,40,0,2,2,4,0,1,0,1,4500,0,1,808,70,700,0,1,60,3,61,58,57,2,12,2,62,1,-1,61,1,0,0,251024,4198720,0,251024,0,0,0,1,251024,5,113743,0,543040,0,2,0,0,232161,3,0,2,0,251024,0,0,7,0,61,25,70,6,1,270533,0,251024,2,1,0,316,0,-1,526656,54
113892,1,255,2500,250,250,250,1907,250,255,250,1,1,59,1,1,250,250,250,250,Degerfors IF,1,0,-1,1,0,226633,0,1,-1,50,0,2,1,4,0,1,0,0,7500,20,1,834,60,433,0,1,62,3,63,62,62,2,14,1,63,1,-1,63,1,0,0,243111,270352,0,226633,0,0,1,2,243111,6,113892,0,4231184,0,2,0,0,222145,2,0,3,0,243111,0,0,7,0,63,25,50,6,1,243111,0,226633,2,1,0,316,0,-1,526352,63
113926,1,255,2430,255,50,255,1940,1,1,1,1,1,53,1,1,1,1,255,50,Salford City,1,0,-1,1,0,225847,0,9,-1,60,0,1,0,4,0,1,0,0,5106,4,0,753,60,1931,0,2,64,1,62,63,63,2,-2,0,63,0,-1,63,0,0,0,225847,263184,2,225847,0,0,0,1,225847,1,113926,0,4195344,0,2,0,0,203215,1,0,3,0,225847,0,0,3,0,63,55,70,2,0,203756,0,225847,2,1,0,316,0,-1,532496,64
113973,129,0,30000,255,248,255,1911,248,7,248,253,1,45,93,1,248,248,255,248,Brescia,168,0,-1,1,0,175789,0,7,-1,50,0,2,0,4,0,4,0,0,16743,3,1,71,50,115845,0,1,68,3,67,67,67,2,10,0,67,2,-1,67,1,0,0,202489,262144,0,202489,0,0,0,1,202489,6,113973,0,4227072,0,2,0,0,202489,0,0,4,0,175789,0,0,8,0,68,92,50,5,1,264402,0,175789,2,1,0,316,0,-1,524288,67
113974,253,253,76000,12,30,12,1906,30,182,30,253,1,44,40,1,30,30,12,30,Spezia,60,0,-1,2,0,252290,0,8,-1,60,0,2,1,4,0,3,0,0,11336,0,1,260,50,110556,0,1,70,3,70,70,67,2,9,1,70,1,-1,70,1,0,0,252290,132160,0,252290,0,0,0,1,252290,4,113974,0,164928,0,2,0,0,234760,1,1,4,0,252290,0,0,4,0,70,92,60,7,1,252290,0,252290,2,1,0,316,0,-1,270400,65
113984,1,1,0,254,30,254,1873,30,12,30,94,2,55,12,2,30,30,254,30,Scotland Women,104,0,-1,1,0,245879,0,10,-1,40,0,2,3,4,0,0,0,0,52500,0,1,186,60,113002,0,1,77,1,76,77,76,2,-4,3,74,0,-1,74,0,0,0,245879,270400,0,245879,0,0,0,4,245879,0,113984,0,4214848,0,2,0,0,245875,2,0,2,0,245879,0,0,3,0,76,190,70,0,1,245879,0,245879,2,2,0,366,0,-1,526400,76
113996,200,125,0,250,30,250,1993,30,100,30,255,2,-34,175,2,30,30,250,30,Argentina Women,225,0,-1,3,0,246364,0,10,-1,60,0,1,1,4,0,0,0,0,72054,0,0,0,40,113002,0,1,72,1,72,72,77,2,-58,1,72,0,-1,72,1,1,0,246364,66560,0,269679,0,0,0,4,246359,0,113996,0,73728,0,2,0,0,246355,1,0,2,0,246359,0,0,1,0,72,190,60,0,-3,246359,0,246364,7,2,0,316,0,-1,135168,77
114004,255,255,3190,255,115,40,1939,40,1,255,255,1,50,1,1,255,255,115,255,Stal Mielec,255,0,-1,1,0,188062,0,1,-1,40,0,2,2,4,0,2,0,0,7000,22,1,819,60,111083,0,1,65,1,64,65,66,2,21,2,63,1,-1,63,0,0,0,188062,263168,0,251089,0,0,0,2,251089,3,114004,0,4218880,0,2,0,1,188062,1,0,4,0,188062,2,0,5,0,63,59,70,10,1,251089,0,188062,2,1,0,316,0,-1,528384,68
114019,0,0,0,0,255,0,2000,255,0,255,0,1,0,0,1,255,255,0,255,Look Book Character Team,0,0,-1,1,0,1,4,5,-1,50,0,0,0,4,0,5,0,0,0,0,0,0,50,1318,0,0,37,0,42,37,65,2,0,0,21,0,-1,21,0,0,0,279085,0,0,279085,0,0,0,2,279085,5,114019,0,0,0,2,2,0,279085,0,1,5,0,1,0,0,0,0,42,6,50,5,0,279085,0,279085,2,5,0,316,0,-1,0,65
114023,1,1,6000,50,1,50,2017,1,4,1,1,1,-37,122,1,1,1,220,1,Western United FC,57,0,-1,1,0,238360,0,5,-1,50,0,2,3,4,0,1,0,0,30050,0,1,311,50,112224,0,2,65,1,64,65,66,2,144,3,65,2,-1,64,1,0,0,242154,132096,2,242154,0,0,0,4,242154,1,114023,0,303104,0,2,0,0,202678,1,0,3,0,238360,1,0,3,0,64,73,60,8,10,181866,0,238360,2,2,0,316,0,-1,4198400,65
114147,1,255,2700,255,255,255,2015,255,1,255,1,1,45,1,1,255,255,255,255,FC Hermannstadt,1,0,-1,1,0,235269,0,4,-1,50,0,2,1,4,0,3,0,0,14000,0,0,715,60,113378,0,1,64,1,65,64,66,2,24,1,64,0,-1,64,1,0,0,235318,270480,0,235269,0,0,0,3,235269,3,114147,0,4214928,0,2,0,0,247978,2,0,4,0,235318,0,0,5,0,65,6,60,8,2,262728,0,235269,2,2,0,316,0,-1,526480,66
114161,12,12,200000,64,110,0,2019,110,12,110,12,1,30,12,1,110,110,177,110,Austin FC,12,0,-1,1,0,215259,0,4,-1,80,0,2,0,4,0,3,0,0,20500,0,0,853,70,698,0,1,69,0,68,69,68,2,-97,0,67,0,-1,67,1,0,0,215259,263232,0,215259,0,0,0,4,215259,3,114161,0,4251712,0,2,0,0,221125,1,0,4,0,215259,0,0,6,0,68,189,80,6,-6,221125,0,215259,7,1,0,316,0,-1,528448,68
114162,232,236,210000,70,1,31,2017,1,236,1,58,1,36,232,1,1,1,22,1,Nashville SC,58,0,-1,1,0,210021,0,6,-1,40,0,2,1,4,0,5,0,2,30000,0,1,806,50,112885,2,1,70,15,69,70,68,2,-86,1,71,2,-1,71,1,0,0,210021,270400,0,210021,0,0,0,1,210021,5,114162,0,4198464,0,2,0,0,210021,2,1,2,0,210021,0,0,6,0,69,189,40,5,-6,210021,0,210021,2,2,0,366,0,-1,526400,68
114168,32,217,1600,250,95,250,2017,20,33,50,46,1,22,63,1,50,20,250,95,Jamshedpur FC,103,0,-1,1,0,197925,0,3,-1,50,0,2,1,4,0,2,0,0,24424,0,1,732,60,113146,0,1,57,3,58,57,61,2,86,1,56,1,-1,56,1,0,0,197925,270400,0,197925,0,0,0,5,197925,5,114168,0,4247616,0,2,0,0,248325,2,0,2,0,197925,0,0,1,0,58,188,60,5,6,200471,0,197925,9,1,0,316,0,-1,526400,61
114326,30,240,11000,193,255,52,1921,255,255,30,30,1,50,255,1,255,200,97,30,Raków Częstochowa,255,0,-1,2,0,235471,0,9,-1,80,0,1,3,4,0,4,0,0,5500,0,1,750,50,301,0,1,69,1,70,69,68,2,19,3,68,1,-1,68,1,0,0,254822,132224,0,235471,0,0,2,2,235471,3,114326,0,172160,0,2,0,0,254822,1,0,3,0,254822,1,0,5,0,69,59,60,5,1,254822,0,254822,2,3,0,316,0,-1,266368,68
114385,27,135,7200,12,255,12,1907,255,255,255,58,1,46,255,1,255,255,12,255,CFR Cluj,255,0,-1,1,0,191058,0,10,-1,50,0,2,3,4,0,5,0,0,22198,0,1,701,40,110751,0,1,67,3,67,68,67,2,23,3,65,1,-1,66,1,0,0,191058,4195584,0,273100,0,0,4,2,191058,6,114385,0,549120,0,2,0,0,191058,1,1,4,0,250952,8,0,5,0,67,6,50,2,2,266728,0,191058,2,4,0,316,0,-1,528640,68
114393,255,255,3000,173,255,1,1923,255,1,255,255,1,50,1,1,255,255,82,255,Puszcza Niepołomice,1,0,-1,1,0,226025,0,1,-1,40,0,2,2,4,0,2,0,0,15016,0,1,934,50,110747,0,1,62,1,62,62,62,2,19,2,64,1,-1,62,1,0,0,226025,4194368,0,226025,0,0,0,1,242915,3,114393,0,540736,0,2,0,1,226025,0,1,3,0,226025,0,0,5,0,62,59,60,4,1,276727,0,226025,2,1,0,316,0,-1,524352,61
114510,1,1,5500,255,215,255,1920,215,234,215,1,1,38,16,1,215,215,255,215,Casa Pia,25,0,-1,1,0,246316,0,1,-1,50,0,2,2,4,0,1,0,0,7000,0,1,281,50,10020,0,1,68,1,68,67,69,2,-9,2,69,1,-1,71,1,0,0,246316,262400,0,269420,0,0,0,3,251025,1,114510,0,4194560,0,2,0,0,185200,0,0,2,0,246316,0,0,4,0,69,81,50,7,0,270983,0,246316,2,1,0,316,0,-1,524544,68
114554,17,27,2500,21,255,252,1942,255,250,255,129,1,42,20,1,255,255,208,255,FC Andorra,15,0,-1,1,0,204887,0,1,-1,40,0,2,0,4,0,1,0,0,3306,0,2,912,60,110062,0,1,67,1,68,67,67,2,1,0,67,2,-1,67,2,0,0,204887,262144,0,204887,0,0,0,4,204887,6,114554,0,4210688,0,2,0,0,204887,0,0,2,0,204887,0,0,4,0,68,31,50,5,1,255398,0,204887,2,1,0,316,0,-1,524288,65
114580,56,11,13000,32,249,245,1989,248,255,249,147,1,0,255,1,249,248,207,249,Delfín SC,255,0,-1,1,0,272990,0,5,-1,50,0,2,2,0,0,2,0,0,17834,0,0,782,60,110986,0,1,66,12,65,66,67,2,80,2,63,0,-1,63,0,1,0,265665,131392,0,272990,0,0,0,4,272990,5,114580,0,262464,0,2,0,1,268070,0,0,3,0,272990,1,0,1,0,65,66,50,4,-5,272990,0,272990,7,2,0,316,0,-1,4194624,67
114582,214,112,13000,255,249,255,2010,248,112,249,250,1,-15,214,1,249,248,255,249,Deportivo Binacional,250,0,-1,1,0,253542,0,1,-1,40,0,2,1,4,0,1,0,0,20030,3,0,790,50,111010,0,0,67,3,65,67,64,2,-30,1,64,1,-1,64,0,0,0,253542,4202768,0,253542,0,0,0,2,253542,2,114582,0,545040,0,2,0,1,253603,2,1,2,0,253542,1,0,1,0,65,66,60,10,-5,242398,0,253542,7,1,0,316,0,-1,526608,64
114600,44,200,7000,250,248,250,1962,248,170,248,46,1,-17,20,1,248,248,250,248,Guabirá,24,0,-1,1,0,260966,0,2,-1,50,0,2,3,0,0,1,0,0,18000,0,0,846,50,110970,0,1,64,1,64,64,61,2,-63,3,65,1,-1,65,1,1,0,260966,4195584,0,260966,0,0,0,2,260966,2,114600,0,549120,0,2,0,0,226447,1,1,2,0,260966,1,0,1,0,64,66,50,6,-4,260273,0,260966,7,1,0,316,0,-1,528640,61
114604,1,1,8571,255,1,255,2020,1,1,1,1,1,-34,1,1,1,1,255,1,Macarthur FC,1,0,-1,1,0,231063,0,1,-1,40,0,2,1,4,0,1,0,0,20000,0,1,472,40,111400,0,2,62,1,63,62,66,2,150,1,60,0,-1,61,1,0,0,212013,4195344,0,231063,0,0,1,3,231063,1,114604,0,548880,0,2,0,0,203280,1,0,4,0,231063,0,0,3,0,63,73,60,6,10,203280,0,231063,2,1,0,316,0,-1,528400,66
114611,82,231,14000,129,250,2,2014,250,250,250,1,1,10,250,1,250,250,25,250,Academia Puerto Cabello,250,0,-1,1,0,259856,0,7,-1,50,0,2,2,4,0,1,0,0,7500,0,0,837,60,110990,0,0,66,10,67,66,68,2,-68,2,67,1,-1,67,0,1,0,259856,4195328,0,260336,0,0,0,8,260336,1,114611,0,532480,0,2,0,0,209072,1,1,2,0,259856,0,0,1,0,67,66,40,3,-4,244209,0,259856,7,1,0,316,0,-1,528384,68
114628,20,151,5800,255,1,255,2013,1,1,38,38,1,23,1,1,1,151,255,20,Meizhou Hakka,1,0,-1,1,0,221888,4,4,-1,50,0,2,3,4,0,2,0,0,27000,0,0,895,50,116361,0,1,61,1,60,60,59,2,115,3,62,0,-1,63,1,0,0,221888,262144,0,221888,0,0,0,2,239581,5,114628,0,4194304,0,2,0,0,222175,0,0,2,0,221888,0,0,2,0,61,75,50,6,8,221888,0,221888,4,1,0,316,0,-1,524288,55
114640,133,26,190000,1,1,1,2021,1,255,1,200,1,35,255,1,1,1,1,1,Charlotte FC,255,0,-1,1,0,189280,0,2,-1,40,0,2,1,4,1,2,0,0,38000,0,1,817,40,112885,0,1,69,0,68,69,73,2,-80,1,65,2,-1,65,1,0,0,189280,262208,0,189280,0,0,0,4,189280,2,114640,0,4194368,0,2,0,0,189280,0,0,3,0,189280,0,0,6,0,68,189,50,2,-6,238332,0,189280,2,1,0,316,0,-1,524352,73
114815,174,0,0,250,255,250,2020,255,0,255,239,1,0,174,1,255,255,250,255,Soccer Aid,239,0,-1,3,0,1397,0,5,-1,80,0,0,0,4,0,5,0,0,0,0,0,0,50,111596,0,0,91,3,90,91,90,2,0,0,89,0,-1,89,0,0,0,1397,66176,0,1397,0,0,0,2,1397,5,114815,0,98944,0,2,0,0,237067,0,1,7,0,1397,0,0,0,0,90,66,60,5,0,237067,0,1397,2,5,0,316,0,-1,132224,90
114912,30,200,660000,255,74,255,1927,53,128,117,30,2,41,0,2,117,53,255,74,Roma,0,0,-1,1,0,211110,0,8,-1,40,0,1,0,4,0,8,0,0,70634,0,1,408,60,115841,0,1,79,1,80,79,81,2,12,0,81,1,-1,81,1,0,0,228251,4195392,1,211110,0,0,9,2,228251,6,114912,0,565312,0,2,0,0,228251,1,1,4,0,228251,3,0,4,1,80,72,60,4,1,228251,0,211110,2,7,0,366,0,-1,528448,81
115201,1,255,8000,255,128,255,1895,128,0,128,1,1,45,0,1,128,128,255,128,FC Stade-Lausanne Ouchy,0,0,-1,1,0,275732,0,2,-1,60,0,0,1,4,0,3,0,0,15786,1,0,588,60,1862,0,0,64,12,64,64,65,2,5,1,62,0,-1,63,1,0,0,275732,131216,0,263194,0,0,0,2,263194,4,115201,0,295056,0,2,0,0,275713,0,0,3,0,275732,0,0,8,0,65,151,60,9,1,257692,0,275732,2,1,0,316,0,-1,4194448,65
115202,118,229,1400,245,255,245,2020,255,20,255,45,1,28,20,1,255,255,245,255,Punjab FC,20,0,-1,1,0,204133,0,2,-1,50,0,2,2,4,0,2,0,0,60254,0,1,925,50,113146,0,0,55,1,56,55,64,2,77,2,55,0,-1,55,0,0,0,204133,262144,0,204133,0,0,0,3,204133,5,115202,0,4194304,0,2,0,0,276752,0,1,3,0,204133,0,0,0,0,56,188,50,3,6,276752,0,204133,9,1,0,316,0,-1,524288,64
115358,208,236,9000,48,248,121,2008,248,236,248,79,1,-16,203,1,248,248,154,248,Palmaflor del Trópico,104,0,-1,1,0,230023,0,1,-1,40,0,2,3,4,0,1,0,0,25000,0,0,919,50,110967,0,1,63,1,63,63,62,2,-65,3,63,1,-1,63,1,1,0,230023,132096,0,260514,0,0,0,2,260514,1,115358,0,270336,0,2,0,0,225881,1,1,3,0,230023,0,0,1,0,63,6,70,3,-4,230023,0,230023,7,1,0,316,0,-1,4198400,62
115486,165,255,0,255,255,0,2020,255,0,255,0,1,0,0,1,255,255,0,255,Create Club Team,0,0,-1,1,0,1,4,1,-1,50,0,1,2,4,0,5,0,0,5000,0,0,0,50,631,0,0,0,0,0,0,0,2,0,2,0,0,-1,0,0,0,0,1,4198400,0,1,0,0,0,2,1,5,115486,0,526336,0,2,2,0,1,3,1,2,0,1,0,0,0,0,0,66,60,5,0,1,0,1,2,1,0,316,0,-1,526336,0
115682,10,210,0,2,215,0,1914,215,20,215,15,2,38,130,2,215,215,100,215,Portugal Women,0,0,-1,1,0,261837,0,10,-1,60,0,2,3,4,0,0,0,0,32830,0,1,281,50,113012,0,1,76,1,75,76,75,2,-9,3,74,1,-1,74,1,0,0,261837,132096,0,261830,0,0,0,4,261830,0,115682,0,303104,0,2,0,0,261830,1,0,3,0,261837,0,0,4,0,75,66,60,0,0,261829,0,261837,2,1,0,366,0,-1,4198400,75
115716,79,43,3500,250,120,250,1991,120,30,120,147,1,44,30,1,120,120,250,120,FC U Craiova 1948,30,0,-1,1,0,262355,0,6,-1,50,0,2,3,4,0,4,0,0,30944,37,1,718,50,308,0,1,66,1,65,65,57,2,23,3,64,1,-1,65,1,0,0,225376,263232,0,228715,0,0,1,3,228715,5,115716,0,4195392,0,2,0,0,225376,1,0,5,0,262355,0,0,5,0,66,6,60,4,2,262355,0,262355,2,2,0,316,0,-1,532544,60
115841,69,50,320000,255,69,255,1900,50,102,171,171,2,41,178,2,171,50,255,69,Lazio,255,0,-1,3,0,198706,0,7,-1,60,0,1,0,4,0,7,0,0,70634,0,1,408,60,114912,0,1,80,1,80,80,81,2,12,0,78,1,-1,79,1,0,0,198706,66704,0,198706,0,0,7,2,198706,5,115841,0,99472,0,2,0,0,192387,1,0,2,0,198706,2,0,4,0,80,72,70,5,1,192387,0,198706,2,6,0,366,0,-1,139408,80
115845,12,12,350000,180,12,30,1907,12,250,12,12,2,45,250,2,12,12,100,12,Atalanta,250,0,-1,3,0,240679,0,7,-1,70,0,2,1,4,0,6,0,0,24276,0,1,45,40,47,0,1,77,1,78,77,79,2,9,1,76,1,-1,77,1,0,0,240679,2098304,1,240679,0,0,1,2,240679,10,115845,0,2154624,0,2,0,0,187598,1,1,4,0,240679,0,0,4,0,78,72,60,5,1,230899,0,240679,2,6,0,366,0,-1,2101376,79
115995,0,255,1000,255,255,255,1900,255,1,0,0,2,48,1,2,255,255,255,0,Bayern München,1,0,-1,1,0,248822,0,2,-1,50,0,2,3,4,0,4,0,0,2500,1,1,333,50,115998,0,1,83,1,83,83,86,2,11,3,81,1,-1,80,0,0,0,243404,262144,0,233837,0,0,1,1,233837,5,115995,0,4210688,0,2,0,0,233837,0,0,3,0,233837,4,0,0,0,82,82,50,1,1,248822,0,233837,2,3,0,366,0,-1,524288,86
115996,1,255,1000,1,0,1,1904,0,255,0,1,2,51,255,2,0,255,1,0,Bayer 04 Leverkusen,255,0,-1,1,1,265035,0,2,-1,50,0,2,3,4,0,4,0,0,30210,0,1,277,50,116003,0,1,75,1,75,75,76,2,7,3,74,1,-1,74,0,0,0,264924,262144,0,265035,0,0,0,3,265035,5,115996,0,4243456,0,2,0,0,265035,0,0,2,0,265035,0,0,0,0,75,82,50,1,1,265035,0,265035,2,3,0,366,0,-1,524288,76
115997,1,1,1000,255,1,255,1899,1,227,1,1,2,50,6,2,1,1,255,1,Eintracht Frankfurt,19,0,-1,3,0,264954,0,2,-1,50,0,2,3,4,0,4,0,0,51500,0,1,167,50,115998,0,1,81,1,78,81,79,2,8,3,77,1,-1,78,1,0,0,264933,65536,0,264955,4,0,9,3,264933,5,115997,0,98304,0,2,0,0,264954,0,0,2,0,264933,7,0,4,0,79,82,50,1,1,261773,0,264933,2,3,0,366,0,-1,131072,79
