firstname,commonname,surname,skintypecode,haircolorcode,facialhairtypecode,managerid,hairtypecode,headtypecode,height,seasonaloutfitid,weight,hashighqualityhead,gender,headassetid,ethnicity,faceposerpreset,teamid,eyebrowcode,eyecolorcode,personalityid,headclasscode,nationality,sideburnscode,headvariation,skintonecode,outfitid,hairstylecode,bodytypecode,managerjointeamdate,facialhaircolorcode
,,,2,0,4,271647,0,25,178,5511,75,0,0,271647,3,0,111111,1,3,0,1,129,0,0,3,5566,0,82,160663,0
Alparslan,,Erdem,51,3,8,275508,675,4015,174,5511,75,0,0,275508,3,0,111117,1,9,0,1,48,0,0,3,5510,0,88,160929,3
Andy,,Myler,2,24,4,267815,26,4,179,5510,75,0,0,267815,1,0,111132,0,3,0,1,25,0,0,1,5510,0,83,159670,8
,,,51,9,6,248905,164,48,168,5531,75,0,0,26542,2,0,111138,2,3,1,0,14,0,0,2,5513,0,88,158562,1
,,,2,0,8,256480,8,36,172,5511,75,0,0,26543,2,0,111139,1,7,1,0,52,0,0,2,5507,0,87,160775,0
,,,0,0,0,63041,16,1,180,5500,75,0,0,26537,2,0,111140,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,51,8,0,249070,114,2016,180,5544,75,0,0,26539,2,0,111144,0,1,0,0,95,0,0,2,5584,0,82,158436,1
,,,2,9,4,249423,92,2009,190,5511,75,0,0,26540,2,3,111235,1,1,0,0,21,0,0,2,5712,0,86,155201,8
Michael,,Köllner,51,9,6,250083,150,33,180,5511,75,0,0,250083,2,0,111239,0,1,1,1,21,0,0,2,5510,0,81,160881,0
,,,51,8,28,250055,26,1553,181,5506,75,0,0,26544,2,0,111276,1,9,0,0,18,0,0,2,5522,0,82,160846,23
,,,2,24,0,248966,141,2502,178,5511,75,0,0,26542,4,0,111325,0,3,0,0,60,0,0,4,5523,0,82,160864,9
,,,51,23,20,265625,54,36,193,5544,75,0,0,26540,4,3,111326,0,1,0,0,60,0,0,4,5507,0,85,160224,9
,,,51,3,8,250236,186,48,178,5511,75,0,0,26540,4,3,111328,1,1,0,0,52,0,0,4,5510,0,82,160786,0
,,,0,0,0,63042,16,1,180,5500,75,0,0,26537,2,0,111329,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,63043,16,1,180,5500,75,0,0,26537,2,0,111332,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,250003,16,1,178,5520,75,0,0,26543,2,0,111334,0,7,0,0,52,0,0,2,5520,0,82,160858,0
Kemal,,Özdeş,51,8,0,249840,29,53,178,5557,75,0,0,249840,3,0,111339,1,9,0,1,48,0,0,3,5568,0,82,160879,21
,,,51,2,0,248940,139,4011,180,5558,75,0,0,26540,2,3,111380,0,1,0,0,34,0,0,2,5534,0,81,160416,5
Carl,,Veart,51,23,6,256922,189,1537,182,5515,75,0,0,256922,2,0,111393,6,9,0,1,195,0,0,2,5523,0,82,159942,5
Ross,,Aloisi,51,23,0,276348,175,43,178,5510,75,0,0,276348,2,0,111395,0,6,0,1,195,0,0,2,5510,0,82,160967,22
Nick,,Montgomery,51,8,0,262953,16,1520,175,5555,75,0,0,262953,2,0,111396,1,6,0,1,42,0,0,2,5567,0,82,160240,6
Tony,,Popovic,51,6,6,44888,155,1508,193,5555,83,0,0,44888,2,0,111397,2,4,0,1,195,0,0,2,5501,0,85,160237,3
Rob,,Stanton,51,23,0,276248,85,58,180,5510,75,0,0,276248,3,0,111398,1,9,0,1,195,0,0,3,5510,0,83,160962,21
Alen,,Stajcic,51,5,0,248937,72,1535,180,5509,75,0,0,248937,2,0,111399,0,3,0,1,195,0,0,2,5523,0,82,161000,3
Steve,,Corica,51,24,6,2239,676,2014,174,5514,72,0,0,2239,3,0,111400,0,3,0,1,195,0,0,3,5567,0,88,159095,23
Davide,,Ballardini,51,9,45,249218,0,1518,180,5558,75,0,0,249218,2,0,111434,0,9,0,1,27,0,0,2,5523,0,82,160800,8
,,,51,24,0,240488,201,2501,170,5558,67,1,0,240488,5,0,111462,2,3,0,0,25,0,0,7,5504,0,88,160828,22
,,,51,8,0,274054,72,11,180,5506,75,0,0,26539,2,0,111473,0,1,0,0,198,0,0,2,5506,0,82,160817,22
,,,51,8,0,197234,182,3501,183,5555,80,1,0,197234,3,4,111527,0,3,0,0,38,0,0,4,5524,0,82,160822,9
Pablo,Pablo Villar,Villar Ferreiro,0,0,0,276268,227,1526,186,5524,75,0,0,276268,1,0,111539,6,9,0,1,45,0,0,1,5524,0,85,160938,0
Carles,Carles Cuadrat,Cuadrat Xiqués,51,22,6,254101,662,1536,174,5528,75,0,0,254101,2,0,111629,6,3,0,1,45,0,0,2,5534,0,88,160900,22
,,,0,0,0,63044,16,1,180,5500,75,0,0,26537,2,0,111651,0,1,1,0,14,0,0,2,5500,0,86,158960,0
Eusebio,,Di Francesco,51,19,28,1212,141,2515,178,5514,71,0,0,1212,2,0,111657,0,6,1,1,27,0,0,2,5552,0,82,160967,19
,,,51,24,45,272652,103,2027,178,5557,75,0,0,26540,2,3,111659,0,1,0,0,18,0,0,2,5522,0,82,160752,8
Marcel,,Keizer,51,0,0,249977,0,2508,182,5509,75,0,0,249977,2,0,111674,2,3,0,1,34,0,0,2,5506,0,82,160993,0
Alfred,,Schreuder,51,0,4,248956,0,3500,179,5527,75,0,0,248956,3,0,111701,0,3,0,1,34,0,0,3,5522,0,82,160967,22
Olof,,Mellberg,2,6,18,253159,69,57,187,5511,75,0,0,253159,2,0,111705,0,1,0,1,46,0,0,2,5520,0,85,160759,6
Daniel,,Oldrá,51,8,3,275302,0,2506,183,5511,75,0,0,275302,3,0,111706,0,6,0,1,52,0,0,3,5566,0,82,160886,8
Favio,,Orsi,2,23,4,249365,0,4001,177,5510,75,0,0,249365,2,0,111708,0,9,0,1,52,0,0,2,5566,0,82,160969,9
Julio,,Vaccari,51,9,8,268489,40,10,186,5521,75,0,0,268489,3,0,111710,0,9,0,1,52,0,0,3,5566,0,84,160676,23
Diego Hernán,,Martínez,1,6,4,257048,108,1523,175,5527,75,0,0,257048,3,0,111711,1,9,0,1,52,0,0,3,5506,0,81,160969,3
Juan Manuel,,Sara,2,8,4,276551,633,3500,187,5527,75,0,0,276551,3,0,111715,1,9,0,1,52,0,0,3,5521,0,85,160956,8
Cristian,Kily González,González,51,0,8,257049,161,2516,176,5511,75,0,0,257049,4,0,111716,0,3,0,1,52,0,0,4,5569,0,81,160962,0
,,,2,0,6,249790,65,3507,175,5520,75,0,0,26543,4,0,111722,0,7,0,0,52,0,0,4,5568,0,82,160421,0
,,,51,21,0,249829,637,539,175,5502,75,0,0,26546,2,0,111724,1,9,0,0,167,0,0,2,5568,0,82,160921,21
Giancarlo,,Italiano,51,23,16,277539,220,2017,183,5527,75,0,0,277539,4,0,111766,1,9,0,1,195,0,0,4,5524,0,83,160893,23
,,,2,3,4,249784,290,3513,185,5555,75,0,0,26538,3,0,111768,1,2,0,0,38,0,0,3,5523,0,85,160951,3
,,,2,0,0,249114,127,559,177,5509,75,0,0,26546,4,0,111769,0,9,0,0,155,0,0,4,5520,0,82,159968,3
,,,0,0,0,63045,16,1,180,5500,75,0,0,26537,2,0,111773,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,2,0,0,263753,152,556,180,5520,75,0,0,26546,4,0,111774,1,9,0,0,155,0,0,4,5526,0,83,160140,3
,,,2,9,12,276892,24,52,178,5507,75,0,0,26539,3,0,111779,0,1,0,0,45,0,0,3,5565,0,82,160850,9
Raffaele,,Palladino,2,0,28,271765,105,605,182,5550,75,0,0,271765,4,0,111811,2,9,0,1,27,0,0,4,5581,0,82,160676,22
,,,51,0,6,254812,114,2501,184,5506,75,0,0,26540,2,3,111817,0,1,0,0,18,0,0,2,5506,0,82,160967,0
Manfred,,Schmid,51,9,4,262712,65,26,175,5521,75,0,0,262712,3,0,111822,6,1,1,1,4,0,0,3,5566,0,82,160850,9
,,,2,9,8,167341,67,1502,173,5509,72,0,0,26543,3,0,111928,0,7,0,0,95,0,0,3,5566,0,88,160773,8
Alessio,,Dionisi,2,20,28,252399,189,40,178,5560,75,0,0,252399,2,0,111974,6,9,0,1,27,0,0,2,5523,0,82,160237,3
Edoardo,,Gorini,51,6,9,268696,139,56,186,5527,75,0,0,268696,2,0,111993,1,3,0,1,27,0,0,2,5566,0,85,160255,9
,,,0,0,0,63046,16,1,180,5500,75,0,0,26537,2,0,112001,0,1,1,0,14,0,0,2,5500,0,86,158960,0
Anders,,Torstensson,51,5,4,263992,175,3509,182,5511,75,0,0,263992,1,0,112072,6,3,0,1,46,0,0,1,5729,0,83,160738,9
Steven,,Gerrard,2,5,6,262054,118,1505,183,5509,75,1,0,13743,2,4,112096,0,8,0,0,14,0,2,2,5567,0,2,160969,3
Jong Hwan,Yoon Jong Hwan,Yoon,1,0,0,136606,83,510,173,5584,63,0,0,136606,4,0,112115,0,3,0,1,167,0,0,4,5566,0,87,160951,0
Kim,,Hellberg,2,6,4,267686,243,27,185,5511,75,0,0,267686,1,0,112126,2,1,0,1,46,0,0,1,5525,0,85,160421,6
,,,1,7,0,45846,22,2,193,5521,92,0,0,26539,2,0,112134,0,1,0,0,95,0,0,2,5569,0,85,157659,1
Luís Manuel,Luís Castro,Ribeiro de Castro,51,24,0,249951,189,1526,181,5520,75,0,0,249951,4,0,112139,1,3,1,1,38,0,0,4,5523,0,81,160972,0
,,,51,9,0,249715,116,2017,180,5580,75,0,0,26537,2,0,112163,1,1,0,0,45,0,0,2,5566,0,82,160056,3
Fabio,,Caserta,2,0,28,251209,182,15,179,5520,75,0,0,251209,3,0,112168,0,9,0,1,27,0,0,3,5566,0,81,160963,0
,,,51,24,50,50999,655,1528,187,5527,83,0,0,26540,2,3,112172,0,1,1,0,21,0,0,2,5522,0,85,160671,8
,,,0,0,0,63047,16,1,180,5500,75,0,0,26537,2,0,112184,0,1,1,0,14,0,0,2,5500,0,86,158960,0
Stefan,,Billborn,51,1,0,250518,175,4004,177,5511,75,0,0,250518,1,0,112199,0,3,1,1,46,0,0,1,5522,0,82,160427,1
,,,51,5,8,257838,105,3500,185,5511,75,0,0,26540,2,3,112222,1,1,0,0,14,0,0,2,5510,0,85,155812,5
Rado,,Vidošić,51,9,0,272642,118,58,170,5511,75,0,0,272642,3,0,112224,0,3,0,1,10,0,0,3,5510,0,88,160747,23
,,,2,13,0,111310,40,2501,188,5511,86,0,0,26539,2,0,112254,0,1,0,0,25,0,0,2,5510,0,85,160713,6
Jung Hyo,Lee Jung Hyo,Lee,2,0,0,266879,552,516,170,5511,75,0,0,266879,4,0,112258,1,9,1,1,167,0,0,4,5534,0,88,160421,3
,,,2,0,6,265406,176,3516,185,5529,75,0,0,26541,2,3,112259,0,6,1,0,14,0,0,2,5504,0,85,160556,0
,,,2,0,0,269134,176,3517,175,5510,75,0,0,26541,2,3,112260,0,6,1,0,42,0,0,2,5566,0,82,160552,0
,,,0,0,0,63048,16,1,180,5500,75,0,0,26537,2,0,112264,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,2,0,0,269720,649,504,185,5529,75,0,0,26546,4,0,112378,2,9,0,0,155,0,0,4,5522,0,85,160498,0
Matthias,,Jaissle,0,19,6,263026,199,1526,186,5557,75,0,0,263026,2,0,112387,2,1,1,1,21,0,0,2,5523,0,85,160994,6
Slaven,,Bilić,51,22,14,183617,75,1550,189,5548,79,1,0,183617,2,0,112390,0,1,1,0,10,0,0,3,5508,0,85,160974,8
Igor,,Jovićević,2,22,8,256450,310,56,178,5541,75,0,0,256450,3,0,112392,2,3,0,1,10,0,0,3,5506,0,82,160615,23
Péricles,Péricles,Oliveira Chamusca,51,23,0,250288,65,528,180,5536,75,0,0,250288,5,0,112393,0,9,0,1,54,0,0,5,5534,0,81,160601,22
Giorgos,,Donis,51,8,6,249481,37,2507,175,5511,75,0,0,249481,2,0,112408,0,9,1,1,22,0,0,2,5567,0,82,160977,9
Mark,,Rudan,51,8,0,181465,37,57,192,5511,89,0,0,181465,3,0,112427,0,3,1,1,195,0,0,3,5508,0,85,160451,23
,,,0,0,0,63049,16,1,180,5500,75,0,0,26537,2,0,112472,0,1,1,0,14,0,0,2,5500,0,86,158960,0
Pierpaolo,,Bisoli,51,9,6,155207,26,14,182,5511,76,0,0,155207,2,0,112494,0,4,1,1,27,0,0,2,5506,0,83,160661,9
Stefano,,Vecchi,51,5,6,250528,59,1520,174,5548,75,0,0,250528,2,0,112499,0,1,0,1,27,0,0,2,5522,0,88,160237,5
Dawid,,Szulczek,0,3,6,265537,206,1547,175,5511,75,0,0,265537,2,0,112511,2,2,0,1,37,0,0,2,5566,0,81,160367,3
Daniel António,Daniel Ramos,Lopes Ramos,2,0,0,249186,189,1517,175,5535,75,0,0,249186,2,0,112513,0,5,0,1,38,0,0,2,5505,0,82,160967,0
,,,51,9,0,260576,144,34,180,5509,75,0,0,26540,2,3,112540,0,1,0,0,45,0,0,2,5523,0,82,160845,0
,,,2,0,0,5965,181,2002,184,5529,71,0,0,26540,2,3,112552,1,1,0,0,18,0,0,2,5580,0,82,160579,0
Do Kyun,Kim Do Kyun,Kim,2,0,0,254322,158,556,184,5531,75,0,0,254322,4,0,112558,2,3,0,1,167,0,0,4,5566,0,83,159642,0
Krešimir,,Režić,2,0,4,260500,242,42,187,5520,75,0,0,260500,5,0,112572,2,3,0,1,10,0,0,5,5713,0,85,160967,0
,,,0,0,0,63050,16,1,180,5500,75,0,0,26537,2,0,112578,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,51,23,0,263979,243,34,180,5531,75,0,0,26539,4,0,112585,1,1,0,0,55,0,0,4,5718,0,82,159417,23
,,,2,3,6,250214,72,2508,173,5555,75,0,0,26544,4,0,112606,2,9,0,0,56,0,0,4,5567,0,88,159662,0
,,,0,0,0,63051,16,1,180,5500,75,0,0,26537,2,0,112658,0,1,1,0,14,0,0,2,5500,0,86,158960,0
Javier,,Gandolfi,2,23,28,271804,220,57,178,5520,75,0,0,271804,3,0,112670,0,9,0,1,52,0,0,3,5522,0,82,160669,23
Martín,,Palermo,2,9,6,51152,16,2012,188,5557,85,0,0,51152,2,0,112689,0,4,0,1,52,0,0,2,5508,0,85,160729,6
,,,0,0,0,63052,16,1,180,5500,75,0,0,26537,2,0,112707,0,1,1,0,14,0,0,2,5500,0,86,158960,0
Pablo,,Lavallén,2,8,0,250234,693,3513,175,5524,75,0,0,250234,4,0,112713,0,9,0,1,52,0,0,4,5524,0,82,160999,0
,,,0,0,0,63053,16,1,180,5500,75,0,0,26537,2,0,112716,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,51,0,0,250844,41,2017,176,5522,75,0,0,26540,4,3,112744,6,1,0,0,56,0,0,4,5566,0,82,160560,0
João Pedro,João Pedro Sousa,Ramos Borges Sousa,2,8,0,250861,117,3513,183,5557,75,0,0,250861,5,0,112809,1,3,0,1,38,0,0,5,5523,0,82,160446,0
,,,0,0,0,63054,16,1,180,5500,75,0,0,26537,2,0,112828,0,1,1,0,14,0,0,2,5500,0,86,158960,0
Pedro Emanuel,Pedro Emanuel,Martins Silva,2,23,14,250278,90,2517,182,5507,75,0,0,250278,5,0,112883,0,3,1,1,38,0,0,5,5505,0,82,160604,23
,,,2,0,0,264217,141,1519,178,5575,75,0,0,26543,4,0,112885,0,7,1,0,83,0,0,4,5575,0,82,160279,0
,,,51,9,0,249463,78,12,175,5511,75,0,0,26542,4,0,112893,6,3,0,0,52,0,0,4,5510,0,83,160967,3
,,,2,3,4,266434,137,2017,178,5511,75,0,0,26543,4,0,112908,0,7,1,0,52,0,0,4,5506,0,82,160570,0
,,,2,0,0,260096,150,2507,173,5506,75,0,0,26541,5,3,112914,0,6,0,0,61,0,0,5,5522,0,88,159325,0
Omar,,De Felippe,2,24,8,250206,149,2516,181,5510,75,0,0,250206,3,0,112965,0,3,0,1,52,0,0,3,5525,0,82,161004,8
,,,2,9,6,249445,25,2505,175,5526,75,0,0,26538,2,0,112979,0,2,0,0,45,0,0,2,5566,0,82,160952,23
,,,2,0,0,249821,676,561,180,5533,75,0,0,26546,4,0,112985,0,9,0,0,155,0,0,4,5522,0,82,160837,0
,,,2,6,0,266232,37,1520,168,5555,75,0,0,26541,3,3,112996,2,6,0,0,95,0,0,3,5569,0,87,160423,0
,,,51,2,1,273126,77,5,174,5526,75,0,0,26540,1,3,113018,0,1,0,0,140,0,0,1,5526,0,88,160786,2
,,,2,0,18,267422,141,3508,190,5552,75,0,0,26541,4,3,113029,1,6,1,0,60,0,0,4,5551,0,85,160741,0
Yannick,,Ferrera,2,3,4,250698,39,2522,174,5506,75,0,0,250698,2,0,113037,0,3,0,1,7,0,0,2,5715,0,88,160942,3
Juan Pedro,Benali,Benali Hammou,51,20,8,275413,290,1553,175,5509,75,0,0,275413,2,0,113040,2,3,0,1,45,0,0,2,5505,0,82,160927,20
Sergio,,Rondina,51,8,6,250489,636,525,169,5523,75,0,0,250489,4,0,113044,0,3,0,1,52,0,0,4,5510,0,88,160613,9
Vuk,,Rašović,51,23,0,250672,154,47,182,5509,75,0,0,250672,3,0,113057,2,3,0,1,51,0,0,3,5520,0,82,160237,0
Czesław,,Michniewicz,51,5,0,249171,655,2007,188,5529,75,0,0,249171,2,0,113058,6,2,1,1,37,0,0,2,5579,0,86,160948,5
Jorge Pinto,Jorge Mendonça,Mendonça,51,9,16,276779,632,1510,182,5534,75,0,0,276779,5,0,113060,0,9,0,1,38,0,0,5,5534,0,82,160602,8
Ömer,,Erdoğan,51,0,28,258336,673,1502,191,5509,75,0,0,258336,1,0,113142,0,9,1,1,21,0,0,1,5566,0,85,160898,22
Juan,Juan Ferrando,Ferrando Fenoll,2,3,6,256833,142,2017,187,5506,75,0,0,256833,2,0,113146,0,3,1,1,45,0,0,2,5522,0,84,160409,0
,,,2,3,6,267470,221,42,183,5510,75,0,0,26541,1,3,113149,0,6,0,0,95,0,0,1,5569,0,81,160403,0
Marin,,Dună,51,9,0,267781,160,1517,176,5527,75,0,0,267781,1,0,113182,6,5,0,1,39,0,0,1,5521,0,82,160944,0
Cosmin,,Contra,51,3,6,760,65,10,180,5504,74,0,0,760,4,0,113217,0,3,1,1,39,0,0,4,5565,0,82,160296,0
António Filipe,Filipe Gouveia,de Sousa Gouveia,51,8,4,249014,649,59,181,5509,75,0,0,249014,2,0,113222,0,3,0,1,38,0,0,2,5566,0,81,160606,24
Sergio,Sergio Lobera,Lobera Rodríguez,51,0,16,254109,105,1529,175,5557,75,0,0,254109,2,0,113257,2,3,0,1,45,0,0,2,5521,0,82,160922,0
Owen,,Coyle,51,9,0,122621,16,2515,180,5511,71,0,0,122621,2,0,113297,0,6,1,1,25,0,0,2,5522,0,83,160982,0
Manuel,Manolo Márquez,Márquez Roca,51,9,4,249969,147,1533,175,5555,75,0,0,249969,2,0,113298,0,3,0,1,45,0,0,2,5715,0,83,160937,9
Ivan,,Vukomanović,2,6,4,262734,208,2517,188,5523,75,0,0,262734,4,0,113299,0,9,0,1,51,0,0,4,5523,0,85,160223,6
Des,,Buckingham,51,3,4,249239,115,3,180,5507,75,0,0,249239,2,0,113300,0,3,0,1,14,0,0,2,5523,0,82,160336,3
Conor,,Nestor,2,0,4,276623,154,58,168,5520,75,0,0,276623,3,0,113301,2,3,0,1,25,0,0,3,5520,0,89,160974,0
Simon,,Grayson,51,9,0,138225,0,2016,183,5511,81,0,0,138225,1,0,113302,6,8,0,1,14,0,0,1,5566,0,82,160579,24
Haritz,Haritz Mújika,Mújika López,2,5,6,267998,642,2004,174,5511,75,0,0,267998,3,0,113356,0,3,0,1,45,0,0,3,5520,0,88,160487,0
Liviu,,Ciobotariu,51,9,4,249918,65,42,188,5509,75,0,0,249918,2,0,113378,1,9,0,1,39,0,0,2,5566,0,86,160942,23
Christer,,Mattiasson,51,19,0,273088,230,17,175,5511,75,0,0,273088,2,0,113458,0,1,0,1,46,0,0,2,5507,0,82,160786,5
,,,51,23,0,276105,290,2507,183,5554,75,0,0,26544,2,0,113742,0,9,0,0,18,0,0,2,5522,0,81,159763,23
Martin,,Skogman,2,4,0,276437,0,1551,180,5511,75,0,0,276437,1,0,113743,6,5,0,1,46,0,0,1,5510,0,83,160969,4
Tobias,,Solberg,2,3,4,260993,310,69,181,5511,75,0,0,260993,2,0,113892,0,3,0,1,46,0,0,2,5567,0,82,159659,3
,,,2,6,4,269254,0,3513,178,5511,75,0,0,26538,1,0,113926,0,2,0,0,14,0,0,1,5707,0,82,160560,6
,,,0,0,0,63056,16,1,180,5500,75,0,0,26537,2,0,113973,0,1,1,0,14,0,0,2,5500,0,86,158960,0
Massimiliano,,Alvini,51,24,0,268695,665,2006,177,5527,75,0,0,268695,1,0,113974,0,1,1,1,27,0,0,1,5566,0,83,160972,0
Kamil,,Kiereś,51,9,0,249828,150,30,180,5532,75,0,0,249828,2,0,114004,6,1,0,1,37,0,0,2,5520,0,83,160865,23
John,,Aloisi,51,9,4,7797,16,525,184,5557,88,0,0,7797,4,0,114023,0,6,0,1,195,0,0,4,5507,0,82,160251,9
Marius,,Măldărășanu,51,3,6,269439,150,25,177,5510,75,0,0,269439,3,0,114147,0,3,0,1,39,0,0,3,5566,0,81,160237,0
,,,2,3,0,261965,189,41,172,5556,75,0,0,26541,4,3,114161,1,6,0,0,95,0,0,4,5523,0,87,159690,21
,,,2,6,0,255011,290,1,175,5511,75,0,0,26538,1,0,114162,2,2,1,0,14,0,0,1,5506,0,82,159690,3
Scott,,Cooper,51,6,14,277241,655,4011,180,5587,75,0,0,277241,5,0,114168,6,2,0,1,14,0,0,5,5522,0,82,160980,6
Dawid,,Szwarga,2,3,0,277429,0,5,194,5511,75,0,0,277429,2,0,114326,2,3,0,1,37,0,0,2,5551,0,84,160967,3
Andrea,,Mandorlini,51,24,0,248980,290,68,182,5511,75,0,0,248980,2,0,114385,0,2,1,1,27,0,0,2,5510,0,82,160952,9
Tomasz,,Tułacz,51,24,0,275909,297,2014,180,5541,75,0,0,275909,1,0,114393,6,1,1,1,37,0,0,1,5525,0,83,158088,24
Filipe Gonçalo,Filipe Martins,Pinto Martins,51,23,6,249383,297,1546,181,5529,75,0,0,249383,4,0,114510,1,9,0,1,38,0,0,4,5504,0,82,159934,0
Eder,Eder Sarabia,Sarabia Armesto,2,22,8,269896,176,26,170,5530,75,0,0,269896,4,0,114554,0,9,0,1,45,0,0,4,5504,0,88,160073,22
,,,2,22,6,271712,26,33,185,5520,75,0,0,26538,4,0,114580,0,2,0,0,52,0,0,4,5522,0,85,160663,22
,,,0,0,0,63261,16,1,180,5500,75,0,0,26537,2,0,114582,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,63262,16,1,180,5500,75,0,0,26537,2,0,114600,0,1,1,0,14,0,0,2,5500,0,86,158960,0
Mile,,Sterjovski,51,23,0,273691,167,1550,181,5510,75,0,0,273691,3,0,114604,2,3,0,1,195,0,0,3,5510,0,82,160808,9
,,,0,0,0,63263,16,1,180,5500,75,0,0,26537,2,0,114605,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,2,0,3,250178,0,5003,169,5506,75,0,0,26545,8,2,114611,0,9,1,0,61,0,0,8,5508,0,88,160786,0
,,,2,3,0,268287,16,2007,176,5506,75,0,0,26543,2,0,114628,1,7,0,0,51,0,0,2,5526,0,83,160076,3
,,,51,8,0,272437,655,3516,177,5506,75,0,0,26540,4,3,114640,2,1,0,0,27,0,0,4,5522,0,81,160719,6
,,,51,24,50,232425,154,2508,176,5561,75,0,0,26544,2,0,114912,0,9,1,0,38,0,0,2,5713,0,82,160237,9
Anthony,,Braizat,2,23,14,275803,221,3509,175,5527,75,0,0,275803,2,0,115201,0,3,0,1,18,0,0,2,5566,0,82,160602,3
Staikos,,Vergetis,2,0,0,277242,290,3516,180,5505,75,0,0,277242,3,0,115202,6,5,1,1,22,0,0,3,5523,0,82,160640,0
,,,0,0,0,63483,16,1,180,5500,75,0,0,26537,2,0,115358,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,63486,16,1,180,5500,75,0,0,26537,2,0,115716,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,51,9,45,250065,290,2508,189,5547,75,0,0,26544,2,0,115841,1,9,0,0,27,0,0,2,5713,0,86,160215,3
,,,51,24,0,249472,104,3501,177,5527,75,0,0,26542,2,0,115845,1,3,1,0,27,0,0,2,5585,0,82,158394,0
Alexander,,Straus,2,9,8,272396,654,4014,178,5511,75,0,0,272396,1,0,115995,0,1,0,1,36,0,0,1,5566,0,82,160602,8
Robert,,de Pauw,2,3,4,272457,0,37,180,5511,73,0,0,272457,3,0,115996,0,3,0,1,34,0,0,3,5504,0,82,160602,3
Niko,,Arnautis,2,3,12,271639,289,2508,170,5509,75,1,0,271639,3,0,115997,0,4,0,0,21,0,0,2,5505,0,87,158838,0
Tommy,,Stroot,0,2,6,271640,185,2022,180,5539,75,0,0,271640,2,0,115998,0,1,0,1,21,0,0,2,5504,0,82,160237,2
Stephan,,Lerch,2,19,8,274851,0,4003,183,5511,75,0,0,274851,2,0,115999,0,1,0,1,21,0,0,2,5714,0,82,160967,6
Markus,,Högner,2,9,6,272468,0,16,183,5511,75,0,0,272468,2,0,116001,0,1,0,1,21,0,0,2,5510,0,82,156219,9
Theresa,,Merk,101,4,0,272467,505,7008,172,5704,60,0,1,272467,2,0,116002,5,1,0,1,21,0,0,2,5700,0,88,160602,0
Daniel,,Weber,51,9,0,277605,682,42,180,5511,75,0,0,277605,2,0,116003,0,1,0,1,21,0,0,2,5728,0,83,160937,23
Thomas,,Horsch,51,5,6,272474,291,2506,179,5511,82,0,0,272474,2,0,116004,0,1,0,1,21,0,0,2,5508,0,83,160146,20
,,,51,0,0,259684,636,2504,183,5526,75,0,0,26540,4,3,116007,0,1,0,0,58,0,0,4,5522,0,83,160843,0
Jonas,,Eidevall,2,4,6,268005,243,26,185,5511,75,1,0,268005,2,0,116009,0,2,1,0,46,0,0,1,5719,0,85,160237,1
Emma,,Hayes,101,15,0,268352,444,5504,170,5509,75,1,1,268352,2,0,116010,4,5,1,0,14,0,0,2,5700,0,89,156994,1
Robert,,Vilahamn,2,23,6,276577,24,3512,189,5557,75,0,0,276577,2,0,116011,2,4,0,1,46,0,0,2,5566,0,85,160973,3
Marc,,Skinner,2,3,16,268353,220,17,170,5509,75,0,0,268353,1,0,116012,0,1,0,1,14,0,0,1,5508,0,88,160265,3
Melissa,,Phillips,101,1,0,275082,437,10501,173,5511,75,0,1,275082,2,0,116013,4,2,0,1,95,0,0,2,5704,0,88,160882,20
Rehanne,,Skinner,101,2,0,267968,732,7501,175,5511,75,1,1,267968,1,2,116014,4,1,0,0,14,0,0,2,5704,0,82,160986,1
Carla,,Ward,101,4,0,268114,536,9502,172,5511,75,1,1,268114,2,0,116015,4,2,0,0,14,0,0,5,5703,0,88,160207,3
Brian,,Sørensen,2,19,12,268902,310,2007,170,5509,75,0,0,268902,1,0,116016,2,1,0,1,13,0,0,1,5707,0,88,160572,6
Gareth,,Taylor,2,3,6,268354,234,2003,185,5509,75,0,0,268354,1,0,116017,6,6,0,1,14,0,0,1,5714,0,85,159838,9
Willie,,Kirk,2,24,6,272509,218,1553,182,5557,75,0,0,272509,1,0,116020,0,1,0,1,42,0,0,1,5718,0,82,160727,18
Şaban,,Uzun,2,3,45,274946,660,3508,180,5509,75,0,0,274946,2,0,116021,0,3,0,1,21,0,0,2,5708,0,83,160602,21
,,,101,1,0,268315,9,9522,162,5700,75,0,1,40835,2,1,116033,3,1,0,0,18,0,0,2,5700,0,87,160172,1
,,,51,24,0,271030,101,2517,182,5525,75,0,0,26542,2,0,116034,6,3,1,0,18,0,0,2,5525,0,82,160633,5
